iter	MAPE	RMSE	R2	MAE
1489	0.05597331579	132492.6467	0.9970301268	59814.78856
1490	0.05596061254	132453.3623	0.9970318877	59805.1272
1491	0.05596042962	132399.1274	0.9970343179	59803.84992
1492	0.055956745	132326.0424	0.9970375911	59781.80895
1493	0.05593871208	132305.6869	0.9970385025	59770.10035
1494	0.05594690007	132285.8268	0.9970393915	59767.25859
1495	0.05595751311	132275.054	0.9970398737	59767.40449
1496	0.05595754798	132266.7712	0.9970402444	59766.85539
1497	0.05596220971	132258.8939	0.9970405969	59765.45379
1498	0.05591809454	132230.891	0.99704185	59745.41121
1499	0.05588990801	132202.1004	0.997043138	59711.61044
1500	0.05588958284	132195.3438	0.9970434402	59711.78574
1501	0.05586798337	132028.2171	0.9970509111	59679.4416
1502	0.05585338493	131980.0778	0.9970530612	59654.97314
1503	0.05584759251	131967.2102	0.9970536359	59647.1839
1504	0.05584458008	131959.1759	0.9970539946	59645.58777
1505	0.05583082477	131931.0756	0.9970552491	59639.84307
1506	0.05581455832	131914.6288	0.9970559833	59631.72099
1507	0.05580598672	131903.8854	0.9970564628	59626.93421
1508	0.05581197518	131880.0994	0.9970575243	59623.37188
1509	0.05581013336	131857.7894	0.9970585198	59632.68657
1510	0.05580721857	131846.6258	0.9970590178	59626.92219
1511	0.05581155675	131843.0739	0.9970591763	59627.70661
1512	0.05578705522	131827.5406	0.9970598692	59606.04533
1513	0.05575826214	131811.6438	0.9970605783	59598.30133
1514	0.05575485259	131759.654	0.9970628966	59581.08325
1515	0.0557482372	131721.2595	0.997064608	59558.71066
1516	0.05574033592	131697.1527	0.9970656824	59548.15562
1517	0.05569803688	131675.0743	0.9970666661	59521.88094
1518	0.05569679815	131668.3059	0.9970669677	59513.47975
1519	0.0556932962	131638.2673	0.9970683058	59508.30403
1520	0.05568785081	131629.0122	0.997068718	59501.3487
1521	0.05567656338	131609.2688	0.9970695973	59490.68682
1522	0.05566048597	131579.7923	0.9970709098	59475.19425
1523	0.05566480846	131555.2389	0.9970720029	59459.74661
1524	0.05565161321	131541.6924	0.9970726059	59458.57201
1525	0.05564699278	131522.9124	0.9970734417	59448.0473
1526	0.05565063948	131494.059	0.9970747256	59446.05379
1527	0.05563943727	131476.628	0.9970755011	59438.12531
1528	0.0556359005	131448.0118	0.997076774	59412.88794
1529	0.05562895812	131406.1054	0.9970786376	59400.13515
1530	0.05561729489	131341.2111	0.9970815223	59353.87453
1531	0.05561696474	131334.2703	0.9970818307	59354.71397
1532	0.05556036385	131300.7712	0.9970833192	59298.44141
1533	0.05555396036	131285.2396	0.9970840092	59289.8586
1534	0.05552779329	131269.2639	0.9970847188	59274.51611
1535	0.0555313916	131230.0647	0.9970864597	59266.80805
1536	0.0555031524	131212.3579	0.9970872459	59242.03066
1537	0.0554802685	131195.706	0.9970879851	59221.78286
1538	0.05545385555	131165.0986	0.9970893437	59214.24116
1539	0.05543764372	131160.1232	0.9970895645	59212.9801
1540	0.05543486106	131133.6471	0.9970907394	59210.76172
1541	0.05538740527	131119.3313	0.9970913745	59193.99715
1542	0.05537558765	131064.8713	0.9970937902	59174.08238
1543	0.05536704543	131045.3129	0.9970946575	59159.81623
1544	0.05537504696	130984.1664	0.9970973682	59159.47139
1545	0.05536256538	130956.021	0.9970986155	59157.37074
1546	0.05535623386	130940.77	0.9970992912	59150.35055
1547	0.05535054157	130921.5626	0.9971001421	59131.73792
1548	0.05534663334	130889.4326	0.9971015653	59128.12486
1549	0.0553330609	130857.0104	0.9971030011	59110.31174
1550	0.05532294294	130836.1264	0.9971039257	59097.15839
1551	0.05531025699	130794.1521	0.9971057836	59074.94312
1552	0.05530182851	130740.7235	0.9971081476	59055.3794
1553	0.05529184004	130724.3568	0.9971088716	59042.95638
1554	0.05528063762	130594.4565	0.9971146146	59010.84663
1555	0.05527376043	130555.7448	0.9971163249	58985.3793
1556	0.05526842395	130509.0322	0.9971183881	58968.24693
1557	0.05526604348	130472.4904	0.9971200015	58955.41152
1558	0.05525529274	130431.4126	0.9971218147	58943.09419
1559	0.05525192846	130419.9138	0.9971223222	58941.29706
1560	0.05519871809	130402.3057	0.9971230992	58912.57298
1561	0.0551723758	130380.7781	0.997124049	58890.61292
1562	0.05515599427	130368.1222	0.9971246073	58880.36588
1563	0.05513957201	130345.5274	0.9971256039	58864.59273
1564	0.05514136211	130332.2087	0.9971261913	58869.79414
1565	0.05512080842	130319.9628	0.9971267313	58855.2041
1566	0.05511228006	130305.9684	0.9971273483	58846.87726
1567	0.05510136147	130285.1743	0.9971282651	58831.65979
1568	0.05506994785	130236.0875	0.9971304286	58802.24889
1569	0.05502721848	130192.8168	0.9971323351	58759.19316
1570	0.05502243728	130168.5671	0.9971334033	58749.01723
1571	0.05501650921	130130.3545	0.9971350861	58737.78067
1572	0.05501406538	130045.1386	0.997138837	58736.41373
1573	0.05501722805	130032.8923	0.9971393759	58729.81149
1574	0.05499507559	130009.8226	0.9971403908	58705.11688
1575	0.05499422364	129992.3343	0.9971411601	58698.2943
1576	0.05499022993	129966.236	0.9971423079	58700.25894
1577	0.05498051792	129941.4516	0.9971433977	58693.96114
1578	0.05497767803	129909.2879	0.9971448117	58698.53704
1579	0.05497256535	129892.0095	0.9971455712	58692.35442
1580	0.05496168098	129852.4796	0.9971473083	58661.67673
1581	0.05492442024	129813.2771	0.9971490305	58647.26799
1582	0.05491284851	129784.2977	0.9971503032	58620.39357
1583	0.05491649175	129778.697	0.9971505492	58615.76342
1584	0.05488559527	129749.2984	0.99715184	58591.62796
1585	0.05487902319	129729.2232	0.9971527213	58590.18532
1586	0.05487873583	129723.2717	0.9971529825	58590.24932
1587	0.05487989904	129716.0031	0.9971533015	58588.53953
1588	0.05484971622	129663.4692	0.9971556069	58578.68496
1589	0.05485692282	129644.7275	0.9971564291	58578.61939
1590	0.05484976126	129601.8191	0.997158311	58573.59308
1591	0.05481264521	129586.9074	0.9971589649	58565.50698
1592	0.05478517437	129574.3166	0.9971595169	58539.05732
1593	0.05477373481	129529.1853	0.9971614953	58520.59044
1594	0.05477908531	129475.9976	0.9971638259	58519.92406
1595	0.05475797337	129425.8653	0.9971660218	58505.24206
1596	0.05476454875	129388.4756	0.997167659	58501.89141
1597	0.05477051174	129345.293	0.9971695492	58492.00927
1598	0.0547601282	129307.5707	0.9971711999	58493.32871
1599	0.05474984068	129260.5415	0.9971732572	58480.4173
1600	0.05474483752	129253.3469	0.9971735719	58469.45138
1601	0.0546942262	129201.2164	0.9971758513	58430.71949
1602	0.05465858779	129185.9739	0.9971765177	58411.73752
1603	0.05463593547	129138.0523	0.997178612	58382.55871
1604	0.05461415344	129090.1382	0.9971807053	58345.46401
1605	0.05461435893	129058.5211	0.9971820861	58333.70784
1606	0.05460866313	129025.83	0.9971835135	58317.40393
1607	0.05460748115	129019.5333	0.9971837884	58308.19758
1608	0.05458020778	128951.0596	0.9971867769	58278.3895
1609	0.05456907592	128931.5362	0.9971876287	58267.02333
1610	0.05455647961	128920.1995	0.9971881232	58254.4505
1611	0.0545538204	128909.0228	0.9971886107	58249.32539
1612	0.05454357792	128872.1346	0.9971902195	58240.14938
1613	0.05452848334	128844.5198	0.9971914235	58218.17562
1614	0.05452319884	128835.6865	0.9971918086	58215.56333
1615	0.05451451566	128789.6311	0.997193816	58189.1464
1616	0.05450430126	128749.3202	0.9971955724	58174.67751
1617	0.05450339502	128736.1327	0.9971961468	58171.04532
1618	0.05449832482	128727.8272	0.9971965086	58159.48151
1619	0.05448519747	128697.4956	0.9971978296	58146.89731
1620	0.05448445383	128687.9034	0.9971982473	58144.26537
1621	0.05447133762	128663.0435	0.9971993297	58118.443
1622	0.05441116166	128640.6762	0.9972003033	58102.52854
1623	0.05440295876	128612.9037	0.9972015121	58087.92064
1624	0.05439873081	128609.9877	0.997201639	58085.1686
1625	0.05438897723	128550.2315	0.9972042388	58077.47382
1626	0.05436716865	128510.8809	0.9972059501	58054.27654
1627	0.05436421893	128508.411	0.9972060575	58051.61765
1628	0.05435681382	128491.8541	0.9972067774	58041.8456
1629	0.05434254643	128438.569	0.9972090936	58011.56388
1630	0.05433974026	128405.066	0.9972105495	58003.22304
1631	0.05432171582	128380.2051	0.9972116295	57978.33297
1632	0.05431647985	128321.9103	0.9972141612	57963.59648
1633	0.05431417634	128297.4278	0.9972152241	57955.11366
1634	0.05428667386	128258.0286	0.9972169342	57933.34764
1635	0.05427892276	128234.8448	0.9972179403	57910.12858
1636	0.0542498262	128193.4563	0.9972197358	57884.47747
1637	0.05424318586	128157.7395	0.9972212849	57872.14024
1638	0.0542510272	128135.2883	0.9972222584	57864.50919
1639	0.05422531504	128057.6794	0.9972256222	57850.8444
1640	0.05421085419	128020.883	0.9972272163	57828.20592
1641	0.05421025982	127978.2038	0.9972290648	57817.08029
1642	0.05421084618	127949.003	0.9972303291	57803.63592
1643	0.05420840599	127917.3411	0.9972316997	57806.06216
1644	0.05420709629	127868.5791	0.9972338099	57794.96508
1645	0.0542083617	127846.9386	0.9972347461	57791.59779
1646	0.05421074551	127838.9434	0.9972350919	57793.89177
1647	0.0542067658	127800.8348	0.9972367401	57774.78245
1648	0.05419499431	127741.0803	0.9972393235	57745.98971
1649	0.0541943573	127712.5891	0.9972405548	57739.87334
1650	0.0541917986	127706.2245	0.9972408299	57736.43602
1651	0.05418181046	127690.555	0.9972415069	57722.18591
1652	0.05415629939	127663.7246	0.997242666	57705.25707
1653	0.05414819679	127646.3705	0.9972434156	57690.91849
1654	0.05414162563	127632.8056	0.9972440015	57671.38295
1655	0.05414473753	127612.1663	0.9972448927	57660.45046
1656	0.05414818169	127605.5758	0.9972451773	57656.73579
1657	0.05414637378	127599.8144	0.9972454261	57655.86498
1658	0.05413563461	127591.5443	0.9972457831	57656.15052
1659	0.0541329898	127542.7157	0.9972478908	57648.12151
1660	0.05411238619	127512.5926	0.9972491906	57631.20164
1661	0.05410675997	127484.0247	0.997250423	57622.05033
1662	0.05407092169	127443.0403	0.9972521907	57609.42201
1663	0.05405782944	127367.8445	0.9972554323	57583.22527
1664	0.05404679963	127345.6744	0.9972563877	57578.85699
1665	0.05402879162	127322.2083	0.9972573987	57572.00635
1666	0.05402383017	127233.0129	0.99726124	57558.78772
1667	0.05401448948	127218.1593	0.9972618794	57546.05392
1668	0.05401035565	127186.6973	0.9972632336	57532.76022
1669	0.05400956685	127185.4045	0.9972632892	57530.36155
1670	0.05400288608	127184.4335	0.997263331	57529.37504
1671	0.05399310513	127157.4518	0.997264492	57514.5201
1672	0.05397318111	127009.7887	0.9972708416	57498.07996
1673	0.05396462047	126958.8788	0.9972730291	57480.65197
1674	0.0539463833	126931.1869	0.9972742186	57457.1894
1675	0.05394498702	126914.8207	0.9972749214	57455.84477
1676	0.05393421043	126906.5345	0.9972752772	57452.39198
1677	0.05390555304	126886.6596	0.9972761306	57432.00518
1678	0.05389967365	126856.6947	0.997277417	57420.46248
1679	0.05389999979	126853.5745	0.9972775509	57419.6847
1680	0.05388053085	126800.1558	0.9972798433	57404.20098
1681	0.05387910128	126780.5637	0.9972806838	57400.65759
1682	0.05386484933	126757.4245	0.9972816764	57381.78282
1683	0.05387532351	126742.9523	0.997282297	57372.93593
1684	0.05386553999	126716.8399	0.9972834168	57358.33028
1685	0.05385444389	126706.363	0.997283866	57355.17253
1686	0.05383791577	126675.2702	0.9972851988	57331.73906
1687	0.05384201333	126674.4127	0.9972852356	57331.95767
1688	0.05383824534	126664.5919	0.9972856565	57328.40863
1689	0.05383099001	126644.243	0.9972865286	57320.34967
1690	0.0538372915	126641.2664	0.9972866561	57322.97743
1691	0.05380734237	126599.2375	0.9972884568	57299.8497
1692	0.05380646095	126590.2532	0.9972888416	57298.56355
1693	0.05380278766	126490.3499	0.9972931192	57281.55936
1694	0.05380315776	126466.0047	0.997294161	57275.84879
1695	0.0538023388	126448.1964	0.997294923	57274.23284
1696	0.05380030882	126436.0254	0.9972954437	57272.40891
1697	0.05377770726	126420.0795	0.9972961259	57267.82995
1698	0.05377902293	126414.9605	0.9972963449	57268.34774
1699	0.05377540431	126404.0758	0.9972968104	57265.71079
1700	0.05376217959	126371.9201	0.9972981856	57236.44278
1701	0.05373904595	126348.2295	0.9972991985	57200.3035
1702	0.05372317086	126340.8146	0.9972995155	57194.35617
1703	0.05370674872	126336.2577	0.9972997103	57189.79241
1704	0.05366783244	126318.0648	0.9973004879	57159.05412
1705	0.05364390977	126299.1718	0.9973012954	57141.65912
1706	0.05364416809	126294.086	0.9973015127	57133.49707
1707	0.05363227945	126206.0024	0.9973052755	57105.47013
1708	0.05362734173	126183.329	0.9973062437	57101.09206
1709	0.05363995635	126127.399	0.9973086311	57085.66346
1710	0.05363588249	126114.7438	0.9973091712	57081.42503
1711	0.05359465203	126108.4375	0.9973094403	57076.28671
1712	0.05358710488	126040.4146	0.9973123421	57063.84858
1713	0.05357910073	126022.615	0.9973131011	57062.77685
1714	0.05356045531	126000.9079	0.9973140267	57043.39089
1715	0.05356183664	125996.6264	0.9973142092	57037.38234
1716	0.0535471252	125972.6631	0.9973152307	57015.23366
1717	0.05353409536	125952.279	0.9973160995	57000.61072
1718	0.05353316494	125932.0989	0.9973169595	56993.51849
1719	0.05353420171	125911.2407	0.9973178482	56991.96106
1720	0.05353647549	125889.4464	0.9973187766	56980.89272
1721	0.05352243322	125857.8848	0.9973201209	56957.98145
1722	0.05350829365	125804.0756	0.9973224119	56946.82044
1723	0.05347985477	125755.9053	0.997324462	56912.6697
1724	0.05347527367	125729.9414	0.9973255667	56898.12317
1725	0.05346517283	125688.8146	0.997327316	56858.3091
1726	0.05343366046	125669.4637	0.9973281389	56845.45984
1727	0.05341644595	125648.4901	0.9973290307	56844.8156
1728	0.05340984328	125589.4066	0.997331542	56834.52226
1729	0.05340493467	125569.6558	0.9973323813	56824.20696
1730	0.05340691834	125557.4098	0.9973329016	56816.84497
1731	0.05340680183	125535.2234	0.997333844	56806.77284
1732	0.05339984818	125517.1647	0.9973346111	56799.96587
1733	0.05340028755	125503.573	0.9973351883	56791.57919
1734	0.05339563171	125487.3694	0.9973358763	56784.41778
1735	0.05338722065	125471.7998	0.9973365374	56778.6255
1736	0.05336646379	125433.6107	0.9973381585	56757.06748
1737	0.05336153177	125392.0074	0.9973399239	56738.1183
1738	0.0533364284	125353.2753	0.997341567	56720.37615
1739	0.05333357086	125294.267	0.9973440692	56702.21894
1740	0.05332544436	125258.3155	0.9973455932	56692.44757
1741	0.05332046625	125225.0501	0.9973470029	56669.96906
1742	0.0533035672	125214.791	0.9973474376	56659.08412
1743	0.05329932837	125175.1307	0.9973491176	56642.83174
1744	0.05329280824	125151.2089	0.9973501307	56636.72713
1745	0.05327898105	125126.2775	0.9973511864	56625.20319
1746	0.05327441007	125116.9041	0.9973515832	56615.09066
1747	0.05325902142	125098.6654	0.9973523553	56612.78187
1748	0.05325997496	125081.7017	0.9973530733	56608.28086
1749	0.05322827755	125059.3992	0.9973540171	56592.69208
1750	0.05322795429	125024.7862	0.9973554816	56586.31708
1751	0.05322461202	125011.4527	0.9973560456	56575.17012
1752	0.0532158908	124996.8653	0.9973566626	56562.97767
1753	0.0532218594	124968.7201	0.9973578529	56559.25594
1754	0.05321700177	124953.0784	0.9973585143	56546.53266
1755	0.05321794402	124942.961	0.997358942	56538.63469
1756	0.05321592075	124921.2997	0.9973598577	56536.1253
1757	0.05321747308	124885.3572	0.9973613767	56533.10246
1758	0.0532209655	124868.3708	0.9973620945	56523.49144
1759	0.0532111957	124833.4925	0.9973635679	56510.98472
1760	0.05320899225	124819.874	0.9973641431	56502.10944
1761	0.05321498111	124786.3004	0.9973655609	56507.8744
1762	0.05323057436	124769.5361	0.9973662687	56498.80558
1763	0.05322875425	124767.4127	0.9973663583	56496.1106
1764	0.05319577482	124754.3753	0.9973669087	56488.57812
1765	0.0531893474	124712.7289	0.9973686664	56482.7137
1766	0.05317645821	124693.7831	0.9973694658	56476.21261
1767	0.0531810618	124667.6835	0.9973705669	56477.80418
1768	0.05318342751	124652.4018	0.9973712115	56471.76123
1769	0.0531769768	124634.4978	0.9973719666	56466.4714
1770	0.05316968333	124620.1347	0.9973725722	56458.31084
1771	0.05315233154	124599.9018	0.9973734253	56436.99352
1772	0.05313228862	124579.0726	0.9973743034	56423.43905
1773	0.05312084776	124565.3975	0.9973748798	56414.68767
1774	0.05311537065	124546.5735	0.9973756732	56408.20527
1775	0.05310705841	124518.3029	0.9973768644	56396.52275
1776	0.05310376935	124328.7378	0.9973848452	56377.90671
1777	0.05310301148	124321.599	0.9973851455	56375.54856
1778	0.05309016624	124307.9736	0.9973857187	56370.81226
1779	0.05306373108	124285.9243	0.997386646	56352.52036
1780	0.05305542291	124273.5159	0.9973871678	56353.32275
1781	0.05305589146	124261.3967	0.9973876774	56346.51214
1782	0.05304801753	124233.7905	0.997388838	56333.22052
1783	0.05303047729	124212.4405	0.9973897354	56307.47504
1784	0.05301206088	124169.0238	0.9973915598	56281.09764
1785	0.05299741563	124127.2208	0.9973933158	56269.38377
1786	0.05299854741	124119.5739	0.997393637	56273.15599
1787	0.05298906262	124112.0701	0.9973939521	56258.3003
1788	0.05298429736	124102.1092	0.9973943704	56257.41848
1789	0.05298732573	124095.8525	0.9973946331	56257.5138
1790	0.05296585671	124078.2979	0.9973953702	56238.67943
1791	0.05295756293	124028.4497	0.9973974626	56218.60351
1792	0.05293383124	124004.7711	0.9973984562	56211.37983
1793	0.05292999448	123965.1662	0.9974001177	56191.13793
1794	0.05292385546	123859.7864	0.997404536	56167.32197
1795	0.05292038566	123852.315	0.9974048492	56157.64931
1796	0.05290482998	123830.4823	0.997405764	56135.37799
1797	0.0528929722	123811.8376	0.9974065452	56124.26638
1798	0.05288330167	123749.1674	0.99740917	56105.73914
1799	0.05288300925	123706.6253	0.997410951	56086.99975
1800	0.05288031306	123696.0065	0.9974113955	56084.33792
1801	0.05288341375	123639.0786	0.9974137776	56073.82622
1802	0.05287677927	123592.6455	0.9974157198	56053.36041
1803	0.05283371314	123568.4531	0.9974167314	56041.32156
1804	0.05283493354	123533.1196	0.9974182085	56034.57015
1805	0.05283264374	123490.6187	0.9974199847	56027.16688
1806	0.05282047604	123438.8575	0.9974221471	56009.96024
1807	0.05281965975	123423.3276	0.9974227957	56010.45643
1808	0.05281388774	123415.4717	0.9974231237	56008.63788
1809	0.05281393038	123389.2986	0.9974242166	56001.58458
1810	0.052808565	123360.8687	0.9974254034	55988.98047
1811	0.0528075951	123325.2322	0.9974268907	55976.08347
1812	0.0527926232	123309.3684	0.9974275526	55972.25991
1813	0.05279134523	123294.3922	0.9974281775	55964.49219
1814	0.05278871121	123278.2274	0.9974288518	55955.48738
1815	0.05277565014	123223.2462	0.9974311447	55935.35027
1816	0.05276803969	123209.2217	0.9974317294	55929.11436
1817	0.05276243234	123172.8814	0.9974332442	55897.80131
1818	0.05276451538	123152.9775	0.9974340737	55891.35146
1819	0.05276421425	123136.0017	0.997434781	55890.25213
1820	0.052757284	123132.5006	0.9974349269	55890.03164
1821	0.0527429315	123123.1672	0.9974353157	55878.3187
1822	0.05273570649	123108.9456	0.9974359082	55869.10487
1823	0.05273733574	123090.4241	0.9974366796	55866.99586
1824	0.05273585227	123027.8089	0.9974392869	55847.36329
1825	0.05270346441	123020.0113	0.9974396115	55838.37471
1826	0.05270346058	123001.9273	0.9974403642	55831.80603
1827	0.05270134589	122978.8207	0.9974413258	55836.52554
1828	0.05269480919	122966.3755	0.9974418436	55822.77287
1829	0.05269240285	122903.0507	0.9974444777	55815.59245
1830	0.05266416797	122842.2943	0.9974470037	55783.97157
1831	0.05263464927	122809.1101	0.9974483828	55770.69381
1832	0.05262853163	122767.8955	0.9974500952	55756.75508
1833	0.05260053723	122751.5354	0.9974507747	55736.88587
1834	0.05259200905	122743.8598	0.9974510935	55732.39542
1835	0.05258358047	122733.8076	0.997451511	55728.95234
1836	0.05257865104	122696.346	0.9974530665	55714.5265
1837	0.05256425349	122692.1174	0.997453242	55713.95602
1838	0.05252925867	122676.819	0.9974538771	55706.41623
1839	0.05253097722	122666.2297	0.9974543166	55701.69103
1840	0.05250277625	122653.7195	0.9974548359	55694.36853
1841	0.05248211242	122639.2966	0.9974554344	55677.065
1842	0.05246025044	122628.2988	0.9974558908	55664.73088
1843	0.0524606439	122621.4404	0.9974561753	55663.34926
1844	0.05245783585	122615.8323	0.997456408	55655.46064
1845	0.05245395226	122510.2554	0.9974607864	55648.34365
1846	0.05243168737	122487.7336	0.9974617199	55632.45556
1847	0.05241704128	122406.1123	0.9974651016	55599.82614
1848	0.0524205995	122380.0274	0.9974661819	55587.7688
1849	0.05241577398	122362.9282	0.9974668899	55574.01697
1850	0.05241191447	122344.367	0.9974676583	55565.03587
1851	0.05240646388	122309.3529	0.9974691076	55549.60044
1852	0.05240414183	122294.111	0.9974697383	55542.61906
1853	0.05240164024	122282.7205	0.9974702096	55541.31341
1854	0.05239806639	122240.7688	0.9974719451	55530.17444
1855	0.05238078173	122196.5529	0.9974737737	55491.92328
1856	0.0523674713	122185.9629	0.9974742115	55487.00283
1857	0.05234403569	122144.9652	0.9974759062	55470.91996
1858	0.05234078856	122126.9527	0.9974766506	55466.89489
1859	0.05231891866	122112.2629	0.9974772576	55442.71141
1860	0.05231703391	122074.164	0.9974788315	55437.03994
1861	0.05230793683	122057.4397	0.9974795223	55420.60097
1862	0.05230838902	122039.3097	0.997480271	55410.75906
1863	0.05229581629	121986.4855	0.9974824518	55396.7456
1864	0.05229411088	121973.7905	0.9974829758	55392.04742
1865	0.05228165729	121915.7755	0.9974853696	55368.15305
1866	0.0522848251	121892.8903	0.9974863136	55365.78606
1867	0.05228518423	121879.4996	0.9974868658	55360.26331
1868	0.05227779822	121863.6919	0.9974875177	55348.71854
1869	0.05227013149	121840.6187	0.997488469	55331.66618
1870	0.05227363731	121820.7038	0.99748929	55330.84705
1871	0.0522686131	121798.2999	0.9974902134	55318.69659
1872	0.05225566192	121775.9884	0.9974911328	55299.92108
1873	0.0522408284	121748.1126	0.9974922813	55289.26789
1874	0.05224219908	121704.6249	0.9974940724	55278.2467
1875	0.05222248122	121675.5803	0.9974952684	55258.58802
1876	0.05221997101	121661.511	0.9974958476	55256.49249
1877	0.05221209912	121597.695	0.9974984739	55238.74111
1878	0.05220899827	121584.1077	0.9974990329	55234.26156
1879	0.05220301722	121576.2605	0.9974993558	55230.09623
1880	0.05219144946	121545.8324	0.9975006073	55211.71873
1881	0.0521734124	121533.4674	0.9975011158	55192.67987
1882	0.05217846125	121497.6334	0.9975025892	55190.64594
1883	0.05217954169	121484.3278	0.9975031362	55180.70413
1884	0.05218017116	121457.0665	0.9975042566	55165.2861
1885	0.05217517616	121442.4429	0.9975048576	55153.95519
1886	0.05214141089	121410.584	0.9975061666	55122.00829
1887	0.05213656898	121398.2332	0.9975066739	55115.83041
1888	0.05213856496	121385.8974	0.9975071806	55117.46907
1889	0.05213059891	121347.5256	0.9975087564	55107.96413
1890	0.05213737851	121342.6188	0.9975089578	55110.38256
1891	0.05213654192	121331.4741	0.9975094154	55113.8378
1892	0.05212940622	121326.4825	0.9975096203	55113.1279
1893	0.05212509504	121315.5443	0.9975100693	55108.24592
1894	0.05212355541	121274.4911	0.9975117542	55098.12213
1895	0.05211725002	121252.8088	0.9975126439	55088.77205
1896	0.05210511766	121222.4354	0.9975138899	55069.49053
1897	0.05210496651	121195.6898	0.9975149868	55058.1587
1898	0.05208883697	121186.5317	0.9975153623	55046.06659
1899	0.05207483602	121146.3525	0.9975170096	55041.23097
1900	0.0520489571	121136.0249	0.997517433	55031.33179
1901	0.05203629809	121095.556	0.9975190914	55011.26205
1902	0.05203681614	121064.9471	0.9975203454	55005.35269
1903	0.05201429779	121052.99	0.9975208352	54984.47072
1904	0.05201764528	121017.9404	0.9975222707	54972.07833
1905	0.05201034175	120991.1605	0.9975233671	54963.08148
1906	0.05200504663	120918.5047	0.9975263407	54942.86273
1907	0.05200752094	120901.4388	0.9975270389	54943.1542
1908	0.05199428245	120885.2855	0.9975276996	54929.71287
1909	0.0519807507	120878.961	0.9975279583	54923.06773
1910	0.0519648643	120854.9021	0.9975289423	54914.11981
1911	0.0519594385	120833.5913	0.9975298137	54903.8925
1912	0.0519537252	120824.8001	0.9975301731	54896.78003
1913	0.05195499858	120815.6636	0.9975305466	54894.744
1914	0.05195547167	120806.5956	0.9975309173	54886.09439
1915	0.0519472808	120800.0156	0.9975311862	54878.23641
1916	0.05194594056	120763.473	0.9975326797	54856.57086
1917	0.05193263273	120743.4937	0.997533496	54851.07914
1918	0.05192916042	120712.9907	0.997534742	54841.43768
1919	0.05192368228	120680.6178	0.9975360641	54833.82501
1920	0.05190441562	120672.5554	0.9975363933	54829.40703
1921	0.05190192673	120657.4105	0.9975370117	54819.70829
1922	0.05189448599	120643.1222	0.997537595	54825.80845
1923	0.05188539684	120621.9536	0.997538459	54821.64337
1924	0.05188135965	120592.1265	0.9975396763	54812.82947
1925	0.05188357197	120573.872	0.9975404211	54808.90707
1926	0.05188306989	120547.3075	0.9975415047	54804.5969
1927	0.05187537273	120520.191	0.9975426106	54790.0679
1928	0.0518711407	120500.4056	0.9975434174	54789.10796
1929	0.0518683535	120488.1567	0.9975439168	54785.24535
1930	0.05186481523	120477.0264	0.9975443706	54779.47633
1931	0.05185792893	120453.7167	0.9975453207	54770.46474
1932	0.05185564188	120433.0683	0.9975461622	54760.26423
1933	0.05185509999	120401.4104	0.9975474521	54740.02327
1934	0.05185360092	120399.1593	0.9975475438	54739.41983
1935	0.05184589688	120390.8013	0.9975478843	54730.14482
1936	0.05183442695	120377.0304	0.9975484452	54723.64003
1937	0.05183503328	120362.2681	0.9975490465	54724.4996
1938	0.05180519392	120332.4633	0.9975502602	54696.98462
1939	0.05180857526	120311.3802	0.9975511185	54697.98603
1940	0.05181262026	120276.1503	0.9975525525	54687.25068
1941	0.05181431315	120260.5892	0.9975531857	54678.80007
1942	0.05181079711	120229.3022	0.9975544587	54660.7759
1943	0.05180805839	120225.5679	0.9975546106	54657.3251
1944	0.05180462525	120204.5905	0.9975554639	54644.01487
1945	0.05180899731	120188.4156	0.9975561217	54639.00444
1946	0.05180665123	120167.717	0.9975569634	54635.28435
1947	0.05180404727	120144.8094	0.9975578948	54619.98696
1948	0.05179334297	120105.6099	0.9975594881	54614.30072
1949	0.05174925602	120082.596	0.9975604232	54596.56861
1950	0.05175039164	120071.4787	0.9975608749	54593.29412
1951	0.05174899274	120067.3562	0.9975610424	54592.73817
1952	0.05174451148	120057.4486	0.9975614449	54582.55319
1953	0.05174455912	120047.5293	0.9975618479	54578.54741
1954	0.05174174927	120037.0719	0.9975622726	54573.84177
1955	0.05173395408	120014.4097	0.997563193	54556.34317
1956	0.05171505366	119977.6624	0.997564685	54539.55861
1957	0.05171056036	119971.4139	0.9975649387	54535.90946
1958	0.05169772925	119957.9249	0.9975654862	54527.31152
1959	0.05168760206	119920.602	0.9975670009	54519.57708
1960	0.05165534553	119901.5795	0.9975677727	54503.82073
1961	0.05165831235	119890.4923	0.9975682225	54502.98674
1962	0.05165704184	119862.711	0.9975693494	54495.18328
1963	0.05165004676	119836.2106	0.997570424	54491.58814
1964	0.05165032643	119820.2263	0.9975710721	54483.54012
1965	0.05164476616	119792.2	0.9975722082	54467.63074
1966	0.05164057379	119773.9701	0.9975729471	54451.6402
1967	0.05163485527	119762.594	0.9975734081	54446.05827
1968	0.05162806114	119716.865	0.9975752609	54434.79023
1969	0.05161569135	119651.7525	0.9975778977	54409.42007
1970	0.05161459822	119629.0011	0.9975788187	54398.13136
1971	0.05159771719	119596.777	0.9975801229	54382.34323
1972	0.05159416618	119571.4658	0.9975811471	54372.07224
1973	0.05155870744	119531.3121	0.9975827714	54362.74169
